Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_6384_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6418_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6253_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6497_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6163_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6765_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6530_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6612_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6732_,1.1,5.850e-06,0.000e+00,8.387e-08,5.934e-06
_6838_,1.1,5.825e-06,0.000e+00,8.387e-08,5.909e-06
_5723_,1.1,5.825e-06,0.000e+00,8.387e-08,5.909e-06
_6023_,1.1,5.825e-06,0.000e+00,8.387e-08,5.909e-06
_5843_,1.1,5.823e-06,0.000e+00,8.375e-08,5.906e-06
_5766_,1.1,5.819e-06,0.000e+00,8.371e-08,5.902e-06
_5765_,1.1,3.790e-06,0.000e+00,7.123e-08,3.861e-06
_5842_,1.1,3.780e-06,0.000e+00,7.152e-08,3.851e-06
_6731_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6162_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6417_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6022_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6529_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6837_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6383_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_5721_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6252_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6611_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6764_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6496_,1.1,3.746e-06,0.000e+00,7.232e-08,3.818e-06
_6122_,1.1,3.737e-06,0.000e+00,7.060e-08,3.808e-06
_6805_,1.1,3.761e-06,0.000e+00,3.725e-08,3.799e-06
_5764_,1.1,3.678e-06,0.000e+00,7.105e-08,3.749e-06
_5841_,1.1,3.668e-06,0.000e+00,7.136e-08,3.740e-06
_5800_,1.1,3.667e-06,0.000e+00,5.784e-08,3.725e-06
_6382_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6763_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6495_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6251_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_5720_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6836_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6610_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6730_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6416_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6160_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6021_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_6528_,1.1,3.635e-06,0.000e+00,7.219e-08,3.707e-06
_5763_,1.1,3.633e-06,0.000e+00,7.086e-08,3.704e-06
_5840_,1.1,3.624e-06,0.000e+00,7.118e-08,3.695e-06
_6415_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6729_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_5719_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6159_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6019_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6609_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6835_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_5798_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6527_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6494_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6250_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6381_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_6762_,1.1,3.590e-06,0.000e+00,7.206e-08,3.662e-06
_5762_,1.1,3.586e-06,0.000e+00,7.067e-08,3.657e-06
_5839_,1.1,3.576e-06,0.000e+00,7.100e-08,3.647e-06
_6119_,1.1,3.556e-06,0.000e+00,6.994e-08,3.626e-06
_6728_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6249_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6380_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6526_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6493_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6761_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6414_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_5797_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6608_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
_6018_,1.1,3.543e-06,0.000e+00,7.192e-08,3.615e-06
