Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_2295_,1.1,2.884e-07,0.000e+00,1.739e-08,3.058e-07
_1797_,1.1,2.948e-07,0.000e+00,1.046e-08,3.053e-07
_2454_,1.1,2.825e-07,0.000e+00,2.120e-08,3.037e-07
_2700_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2712_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2156_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2690_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2718_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2593_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2018_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2733_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2586_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_1922_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_1755_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2655_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_2706_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_1811_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_1863_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_1835_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_1846_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_1869_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_1800_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_2283_,1.1,2.819e-07,0.000e+00,2.120e-08,3.031e-07
_2419_,1.1,2.846e-07,0.000e+00,1.720e-08,3.018e-07
_1619_,1.1,2.805e-07,0.000e+00,2.120e-08,3.017e-07
_2194_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2377_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2191_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2141_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2188_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2383_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2185_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2368_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2380_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_2349_,1.1,2.839e-07,0.000e+00,1.720e-08,3.012e-07
_1962_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_2164_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_2375_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_2372_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_2176_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_2244_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_2183_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_2180_,1.1,2.829e-07,0.000e+00,1.720e-08,3.001e-07
_1685_,1.1,2.825e-07,0.000e+00,1.734e-08,2.999e-07
_2452_,1.1,2.768e-07,0.000e+00,2.120e-08,2.980e-07
_1754_,1.1,2.862e-07,0.000e+00,1.059e-08,2.968e-07
_2577_,1.1,2.787e-07,0.000e+00,1.739e-08,2.961e-07
_1629_,1.1,2.769e-07,0.000e+00,1.906e-08,2.960e-07
_1683_,1.1,2.781e-07,0.000e+00,1.732e-08,2.955e-07
_2542_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2561_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2530_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2533_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2552_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2564_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2518_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2536_,1.1,2.755e-07,0.000e+00,1.739e-08,2.929e-07
_2426_,1.1,2.768e-07,0.000e+00,1.600e-08,2.928e-07
_2435_,1.1,2.752e-07,0.000e+00,1.739e-08,2.926e-07
_2484_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
